povo povo
suspendeu suspender
o o
telegram telegram
que que
emitiu emitir
um um
alerta alerta
às a_o
pessoas pessoa
dizendo dizer
do de_o
perigo perigo
de de
se se
aprovar aprovar
o o
PL pl
2630 @card@
o o
PL pl
da de_o
censura censura
o o
senhor senhor
suspendeu suspender
o o
telegram telegram
agora agora
olha olhar
o o
que que
o o
jornalista jornalista
internacional internacional
da de_o
Globo globo
Jorge jorge
pontual pontual
falou falar
sobre sobre
o o
seu seu
ato ato
preste prestar
atenção atenção
povo povo
brasileiro brasileiro
ele ele
diz dizer
o o
seguinte seguinte
fico ficar
surpreso surpreso
de de
ver ver
jornalistas jornalista
defender defender
a o
censura censura
agora agora
olha olhar
isso isso
aqui aqui
uma um
autoridade autoridade
não não
pode poder
decidir decidir
o o
que que
é ser
verdade verdade
o o
que que
é ser
mentira mentira
o o
que que
é ser
fake fake
News news
e e
o o
que que
não não
é ser
cabe caber
às a_o
pessoas pessoa
ao a_o
público público
aos a_o
cidadãos cidadão
decidirem decidir
onde onde
nos em_o
Estados estados
Unidos unidos
e e
na em_o
Europa europa
tem ter
alguém alguém
censurado censurar
porque porque
xingou xingar
a o
autoridade autoridade
xingou xingar
a o
instituição instituição
xingou xingar
líder líder
religioso religioso
políticos político
em em
lugar lugar
nenhum nenhum
essa esse
que que
essa esse
que que
é ser
a o
questão questão
se se
não não
fosse ser
a o
nossa nosso
ação ação
com com
outros outro
essa esse
porcaria porcaria
tinha ter
sido ser
aprovada aprovar
o o
o o
o o
relator relator
um um
comunista comunista
relator relator
de de
projeto projeto
de de
fake fake
News news
teve ter
que que
retirar retirar
Ministro ministro
você você
não não
tem ter
moral moral
para para
falar falar
de de
liberdade liberdade
de de
expressão expressão
você você
não não
tem ter
moral moral
para para
falar falar
de de
democracia democracia
descurso descursar
de de
Óbvio óbvio
o o
senhor senhor
tá estar
usando usar
novamente novamente
a o
narrativa narrativa
da de_o
esquerda esquerda
para para
tentar tentar
calar calar
seus seu
opositores opositor
Porque porque
quando quando
eles eles
falam falar
é ser
crítica crítico
quando quando
o o
opositor opositor
critica criticar
é é
discurso discurso
de de
ódio ódio
deixa deixar
eu eu
dizer dizer
uma um
coisa coisa
Ministro ministro
Entra entrar
nas em_o
minhas meu
redes rede
sociais social
para para
ver ver
o o
chingamento chingamento
ladrão ladrão
tem ter
que que
ir ir
pra para_o
cadeia cadeia
hã hã
rouba roubar
o o
povo povo
é é
é ser
um um
demônio demônio
tem ter
que que
ir ir
pro pro
inferno inferno
é é
é ser
a o
liberdade liberdade
de de
expressão expressão
que que
é ser
só só
palminha palminha
que que
é ser
fotinho fotinho
de de
coração coração
e e
de de
palminha palminha
Ah ah
quem quem
não não
quer querer
ser ser
criticado criticar
fique ficar
calado calar
faça fazer
como como
os o
ministros ministro
das de_o
diversas diversos
supremas supremo
cortes corte
do de_o
mundo mundo
fazem fazer
se se
Calam calar
para para
ficar ficar
isento isentar
vocês você
vêm vir
para para
fora fora
vocês você
emitem emitir
opinião opinião
política político
querem querer
o o
quê quê
Ah ah
Ministro ministro
o o
que que
não não
pode poder
é é
vocês você
usarem usar
o o
poder poder
e e
a o
caneta caneta
de de
vocês você
para para
sexar sexar
a o
liberdade liberdade
do de_o
Povo povo
isso isso
é ser
que que
não não
pode poder
é é
minha meu
gente gente
tem ter
um um
ditado ditado
aí aí
que que
diz dizer
que que
quem quem
não não
quer querer
brincar brincar
não não
desça descer
pro pro
pleit pleit
agora agora
olha olhar
essa esse
frase frase
desse de_esse
Ministro ministro
um um
cara cara
com com
a o
inteligência inteligência
dele de_ele
falar falar
isso isso
o o
que que
não não
pode poder
no em_o
mundo mundo
real real
não não
pode poder
no em_o
mundo mundo
virtual virtual
significa significar
então então
que que
o o
que que
pode poder
no em_o
mundo mundo
real real
pode poder
no em_o
mundo mundo
virtual virtual
e e
o o
mundo mundo
real real
tem ter
xingamento xingamento
tem ter
deboche deboche
contraditar contraditar
o o
outro outro
falar falar
o o
que que
a o
pessoa pessoa
pensa penso
e e
o o
outro outro
não não
gosta gostar
então então
isso isso
pode poder
na em_o
rede rede
social social
o o
senhor senhor
tá estar
contradizendo contradizer
toda todo
a o
sua seu
construção construção
Agora agora
escuta escutar
essa esse
O o
que que
as o
mídias mídia
tradicionais tradicional
não não
podem poder
fazer fazer
senão senão
Elas elas
serão ser
responsabilizadas responsabilizar
também também
no em_o
virtual virtual
não não
pode poder
como como
mídias mídia
tradicionais tradicional
são ser
responsabilizadas responsabilizar
tá estar
lotada lotar
de de
fake fake
News news
dessa de_esse
Gente gente
vou ir
contar contar
uma um
minha meu
a o
revista revista
Forbes forbes
publicou publicar
que que
eu eu
era ser
um um
dos de_o
quatro quatro
pastores pastor
mais mais
ricos rico
do de_o
Brasil brasil
com com
patrimônio patrimônio
de de
150 150
Milhões milhão
de de
Dólares dólar
isso isso
foi ser
notícia notícia
em em
todo todo
o o
Brasil brasil
me eu
caluniaram caluniar
me eu
difamaram difamar
eu eu
pedi pedir
para para
eles eles
reconsiderar reconsiderar
não não
deram dar
nem nem
Pelota pelota
eu eu
entrei entrar
na em_o
justiça justiça
depois depois
de de
um um
ano ano
sabe saber
como como
é ser
que que
a o
justiça justiça
é ser
lenta lento
eu eu
consegui conseguir
que que
ele ele
chegasse chegar
fizesse fazer
um um
acordo acordo
comigo com_eu
e e
se se
retratasse retratar
Aí aí
eu eu
pergunto perguntar
a a
vocês você
quem quem
divulgou divulgar
em em
primeira primeiro
página página
essa esse
calúnia calúnia
quantos quanto
se se
retrataram retratar
nem nem
10 10
% %
que que
história história
é ser
essa esse
que que
mídia mídia
tradicional tradicional
é ser
responsabilizada responsabilizar
em em
que que
país país
o o
senhor senhor
tá estar
isso isso
é ser
uma um
brincadeira brincadeira
Agora agora
vamos ir
pra pra
última último
parte parte
da de_o
palavra palavra
dele de_ele
e e
também também
a o
última último
parte parte
da de_o
minha meu
palavra palavra
e e
o o
mundo mundo
não não
só só
o o
Brasil brasil
está estar
percebendo perceber
isso isso
e e
não não
é ser
só só
em em
relação relação
à a_o
democracia democracia
O o
Ataque ataque
à a_o
democracia democracia
o o
número número
de de
suicídios suicídio
de de
adolescentes adolescente
por por
Bullying bullying
Virtual virtual
aumentou aumentar
na em_o
Europa europa
tremendamente tremendamente
ah ah
cresceu crescer
o o
bullying bullying
na em_o
Europa europa
então então
eu eu
quero querer
lhe ele
fazer fazer
uma um
pergunta pergunta
o o
senhor senhor
digitais digital
o o
que que
o o
senhor senhor
fez fazer
contra contra
essa esse
página página
de de
fofoca fofoca
choquei choquei
responsável responsável
por por
um um
suicídio suicídio
de de
uma um
moça moça
até até
agora agora
notícia notícia
nenhuma nenhum
ah ah
ataque atacar
a o
democracia democracia
eu eu
vou ir
provar provar
que que
o o
senhor senhor
é ser
que que
tem ter
atacado atacar
a o
democracia democracia
Por por
isso isso
lhe ele
chamo chamar
de de
ditador ditador
da de_o
toga toga
o o
senhor senhor
rasgou rasgar
o o
artigo artigo
5º 5º
inciso inciso
4 4
a o
liberdade liberdade
de de
expressão expressão
ciando ciar
vários vários
brasileiros brasileiro
o o
senhor senhor
rasgou rasgar
o o
artigo artigo
5º 5º
inciso inciso
16º 16º
onde onde
a o
manifestação manifestação
é ser
livre livre
milhares milhar
de de
brasileiros brasileiro
que que
meses mês
estavam estar
pacificamente pacificamente
em em
frente frente
o o
QG qg
foram ser
levados levar
presos prender
o o
senhor senhor
rasgou rasgar
o o
artigo artigo
quinto quinto
inciso inciso
55 55
onde onde
todo todo
brasileiro brasileiro
tem ter
direito direito
ao a_o
duplo duplo
grau grau
de de
jurisdição jurisdição
isso isso
é ser
recorrer recorrer
a a
diversas diversos
instâncias instância
o o
senhor senhor
levou levar
pro pro
Supremo supremo
gente gente
que que
não não
tem ter
foro foro
incluindo incluir
o o
bolsonaro bolsonaro
porque porque
o o
artigo artigo
53 53
e e
102 @card@
da de_o
Constituição constituição
diz dizer
quem quem
tem ter
foro foro
no em_o
Supremo supremo
o o
senhor senhor
rasgou rasgar
o o
artigo artigo
220 @card@
parágrafo parágrafo
2º 2º
estabeleceu estabelecer
censura censura
até até
para para
plataformas plataforma
o o
senhor senhor
rasgou rasgar
o o
artigo artigo
53 53
fazendo fazer
com com
que que
redes rede
de de
deputados deputado
e e
senadores senador
fossem ser
cerceados cercear
e e
prendendo prender
Deputado deputado
o o
senhor senhor
rasgou rasgar
o o
artigo artigo
129 @card@
onde onde
o o
ministério ministério
público público
é ser
o o
senhor senhor
da de_o
ação ação
penal penal
o o
senhor senhor
comanda comandar
um um
inquérito inquérito
ilegal ilegal
e e
imoral imoral
das de_o
fake fake
News news
o o
senhor senhor
mandou mandar
investigar investigar
mandou mandar
a o
PF pf
na em_o
casa casa
de de
brasileiros brasileiro
que que
teve ter
uma um
discussão discussão
no em_o
aeroporto aeroporto
de de
Roma roma
o o
senhor senhor
ainda ainda
se se
tornou tornar
assistente assistente
de de
acusação acusação
não não
liberou liberar
os o
vídeos vídeo
ainda ainda
bem bem
que que
um um
delegado delegado
macho macho
mandou mandar
as o
favas fava
essa esse
palhaçada palhaçada
o o
Senhor senhor
deu dar
uma um
entrevista entrevista
pra pra
Globo globo
dizendo dizer
em em
alto alto
e e
bom bom
som som
que que
nesse em_esse
pceu pceu
do de_o
golpe golpe
tinha ter
uma um
armação armação
para para
matar matar
-lo ele
o o
senhor senhor
é ser
vítima vítima
Então então
o o
senhor senhor
não não
pode poder
est est
na em_o
frente frente
desse de_esse
inquérito inquérito
o o
senhor senhor
rasga rasgar
o o
devido devido
processo processo
legal legal
o o
senhor senhor
é ser
vítima vítima
o o
senhor senhor
não não
pode poder
investigar investigar
o o
senhor senhor
não não
pode poder
acusar acusar
o o
senhor senhor
não não
pode poder
julgar julgar
Isso isso
é ser
uma um
afronta afronta
Isso isso
é ser
uma um
aberração aberração
e e
quer querer
que que
eu eu
me eu
cale calar
o o
senhor senhor
tem ter
afrontado afrontar
o o
povo povo
brasileiro brasileiro
e e
a o
constituição constituição
Tenho ter
dito dizer
o o
senhor senhor
é ser
o o
ditador ditador
da de_o
toga toga
do de_o
Brasil brasil
a o
democracia democracia
no em_o
Brasil brasil
está estar
em em
perigo perigo
minha meu
gente gente
essa esse
que que
é ser
a o
verdade verdade
Deus deus
abençoe abençoar
o o
Brasil brasil
Deus deus
abençoe abençoar
você você
e e
sua seu
família família
brava bravo
gente gente
ir ir
longe longe
V v
temor temor
serviu servir
ou ou
ficar ficar
a o
pátria pátria
livre livre
ou ou
morrer morrer
pelo por_o
Brasil brasil
ou ou
ficar ficar
a o
pátria pátria
livre livre
ou ou
morrer morrer
pelo por_o
Brasil brasil
mais mais
uma um
vez vez
gente gente
brasileira brasileiro
