abra abrir
parece parecer
que que
não não
tem ter
valor valor
tem ter
muito muito
valor valor
que que
a o
prova prova
tinha ter
o o
dedo dedo
mindinho mindinho
do de_o
pé pé
pra pra
ver ver
se se
você você
anda andar
como como
você você
está estar
andando andar
a a
racco racco
dedo dedo
mindinho mindinho
do de_o
pé pé
você você
vai ir
mudar mudar
a o
tua tua
marcha marcha
a o
maneira maneira
que que
você você
anda andar
é é
porque porque
você você
tem ter
cinco cinco
dedos dedo
no em_o
brother brother
em em
cada cada
pé pé
tira tirar
um um
dedinho dedo
mindinho mindinho
que que
vai ir
ter ter
uma um
mudança mudança
do de_o
equilíbrio equilíbrio
do de_o
corpo corpo
só só
para para
você você
ter ter
idéia idéia
da de_o
importância importância
que que
você você
tem ter
dentro dentro
do de_o
corpo corpo
você você
tem ter
que que
reconhecer reconhecer
você você
tem ter
que que
reconhecer reconhecer
você você
precisa precisar
reconhecer reconhecer
não não
é ser
uma um
coisa coisa
qualquer qualquer
você você
tem ter
que que
reconhecer reconhecer
a o
importância importância
da de_o
função função
versículo versículo
17 17
se se
todo todo
o o
corpo corpo
fosse ser
óleo óleo
onde onde
estaria estar
o o
ouvido ouvido
se se
tudo tudo
fosse ser
ouvido ouvir
onde onde
estaria estar
o o
fato fato
são ser
todos todo
são ser
importantes importante
cada cada
membro membro
o o
corpo corpo
de de
cristo cristo
tem ter
um um
valor valor
você você
aqui aqui
não não
é ser
zero zero
à a_o
esquerda esquerda
você você
aqui aqui
não não
é ser
descartável descartável
você você
aqui aqui
é ser
importante importante
para para
o o
funcionamento funcionamento
do de_o
corpo corpo
de de
cristo cristo
você você
também também
tem ter
que que
ter ter
o o
reconhecimento reconhecimento
da de_o
função função
dos de_o
outros outro
na em_o
terra terra
da de_o
sua seu
função função
versículo versículo
21 21
e e
o o
olho olho
não não
pode poder
dizer dizer
a o
mão mão
não não
tem ter
necessidade necessidade
de de
ti tu
nem nem
da de_o
cabeça cabeça
aos a_o
pés pé
não não
tenho ter
necessidade necessidade
de de
ti tu
você você
tem ter
que que
reconhecer reconhecer
que que
o o
outro outro
também também
é ser
importante importante
porque porque
se se
você você
pensa pensar
que que
só só
o o
que que
você você
fará fazer
a o
igreja igreja
é ser
importante importante
se se
você você
pensa pensar
porque porque
você você
prega pregar
por por
que que
dirige dirigir
o o
departamento departamento
da de_o
igreja igreja
porque porque
realiza realizar
alguma algum
coisa coisa
que que
até até
aparece aparecer
e e
que que
só só
isso isso
é ser
importante importante
você você
tem ter
que que
reconhecer reconhecer
que que
a o
função função
dos de_o
outros outro
também também
é ser
importante importante
o o
irmão irmão
que que
fica ficar
nessa em_esse
portaria portaria
o o
irmão irmão
que que
fica ficar
tomando tomar
conta conta
de de
carro carro
aqui aqui
dentro dentro
desse de_esse
estacionamento estacionamento
o o
irmão irmão
que que
fica ficar
lá lá
fora ser
tomando tomar
conta conta
não não
importa importar
o o
irmão irmão
que que
vá ir
essa esse
igreja igreja
não não
importa importar
todos todo
são ser
importantes importante
e e
considere considerar
a o
importância importância
dos de_o
outros outro
é ser
importante importante
pra pra
você você
reconhecer reconhecer
a o
diversidade diversidade
no em_o
corpo corpo
a o
diversidade diversidade
no em_o
copo copo
versículo versículo
1920 1920
e e
se se
todos todo
fossem ser
um um
só só
membro membro
onde onde
estaria estar
o o
corpo corpo
agora agora
pois pois
há haver
muitos muito
membros membro
mais mais
um um
corpo corpo
preste prestar
atenção atenção
no em_o
meu meu
irmão irmão
a a
graça graça
de de
deus deus
se se
manifesta manifestar
de de
maneira maneira
multiforme multiforme
não não
uniforme uniforme
é ser
multiforme multiforme
primeira primeira
pedro pedro
4 4
10 10
exatamente exatamente
o o
que que
a o
igreja igreja
corpo corpo
com com
membros membro
diferentes diferente
então então
meu meu
irmão irmão
não não
critique criticar
outras outro
igrejas igreja
outras outro
denominações denominação
porque porque
não não
tem ter
o o
nosso nosso
estilo estilo
porque porque
todas todo
são ser
necessárias necessário
porque porque
você você
é ser
um um
indivíduo indivíduo
a o
qualidade qualidade
ser ser
único único
e e
insubstituível insubstituível
incomparável incomparável
inconfundível inconfundível
e e
deus deus
fez fazer
indivíduos indivíduo
então então
para para
atender atender
individualidade individualidade
ele ele
manifesta manifestar
a o
sua seu
graça graça
de de
maneira maneira
multiforme multiforme
então então
tem ter
que que
ter ter
a o
assembléia assembléia
tem ter
que que
ter ter
batista batista
tem ter
que que
ter ter
preterido preterir
ana ana
tem ter
que que
ter ter
universal universal
tem ter
que que
ter ter
um um
repeteco repeteco
do de_o
fogo fogo
não não
fogo fogo
igreja igreja
com com
fogo fogo
sem sem
fogo fogo
meio meio
fogo fogo
toda todo
aqui aqui
fogo fogo
tem ter
tudo tudo
isso isso
e e
todas todo
são ser
importantes importante
não não
deboche debochar
porque porque
uma um
igreja igreja
tem ter
um um
estilo estilo
diferente diferente
aqui aqui
ou ou
aqui aqui
bakó bakó
e e
também também
não não
deixe deixar
porque porque
aqui aqui
não não
aqui aqui
a o
igreja igreja
do de_o
poder poder
aqui aqui
tem ter
poder poder
não não
tem ter
fogo fogo
aqui aqui
tem ter
fogo fogo
tolo tolo
temos ter
que que
reconhecer reconhecer
a o
diversidade diversidade
do de_o
corpo corpo
por por
exemplo exemplo
tem ter
igrejas igreja
é é
deus deus
que que
faz fazer
isso isso
é ser
o o
corpo corpo
elas ele
dão dar
uma um
ênfase ênfase
para para
expulsar expulsar
capeta capeta
aí aí
fazer fazer
se se
um um
demônio demônio
se se
manifestar manifestar
em em
qualquer qualquer
igreja igreja
evangélica evangélico
vai ir
ser ser
expulsos expulsar
mas mas
tem ter
igreja igreja
afirmam afirmar
que que
parece parecer
que que
a o
captada captar
toda todo
que que
tem ter
gente gente
vai ir
lá lá
tem ter
igrejas igreja
que que
trabalham trabalhar
em em
fazê fazer
lo lo
falando falar
é é
fase fase
em em
milagre milagre
em em
cura cura
é é
fase fase
ênfase ênfase
é ser
a o
diversidade diversidade
do de_o
corpo corpo
o o
corpo corpo
não não
é ser
igual igual
os o
membros membro
não não
são ser
iguais igual
desculpa desculpar
o o
corpo corpo
é ser
um um
então então
isso isso
é ser
importante importante
isso isso
é ser
muito muito
importante importante
para para
a o
vida vida
do de_o
corpo corpo
sabe saber
isso isso
é ser
muito muito
importante importante
para para
a o
sobrevivência sobrevivência
da de_o
igreja igreja
dessa de_esse
diversidade diversidade
igrejas igreja
que que
são ser
mais mais
profundas profundo
na em_o
palavra palavra
do de_o
que que
outras outro
igrejas igreja
que que
têm ter
um um
louvor louvor
imaginamos imaginar
do de_o
que que
outras outro
isso isso
faz fazer
parte parte
agora agora
tem ter
uma um
outra outro
coisa coisa
importante importante
é ser
que que
eu eu
vou ir
dar dar
um um
destaque destaque
preste prestar
atenção atenção
o o
reconhecimento reconhecimento
da de_o
cadeia cadeia
de de
autoridade autoridade
que que
está estar
no em_o
corpo corpo
isso isso
aqui aqui
é ser
muito muito
importante importante
o o
reconhecimento reconhecimento
da de_o
cadeia cadeia
de de
autoridade autoridade
que que
está estar
no em_o
corpo corpo
primeiro primeiro
a o
autoridade autoridade
máxima grande
versículo versículo
18 18
autoridade autoridade
máxima grande
mas mas
agora agora
a a
deus deus
colocou colocar
os o
membros membro
no em_o
corpo corpo
cada cada
um um
dele de_ele
como como
e e
é ser
aqui aqui
que que
muito muito
pastor pastor
não não
tem ter
nada nada
a a
ver ver
com com
as o
ovelhas ovelha
têm ter
a a
ver ver
com com
a o
minha meu
categoria categoria
é ser
ver ver
com com
a o
minha meu
classe classe
é ser
aqui aqui
que que
muito muito
pastor pastor
quebra quebrar
a o
cara cara
é ser
por por
isso isso
que que
eu eu
digo dizer
pra pra
vocês você
que que
eu eu
não não
chamo chamar
ninguém ninguém
eu eu
peço pedir
a a
deus deus
para para
discernir discernir
quem quem
deu dar
chama chamar
porque porque
é ser
deus deus
que que
coloca colocar
no em_o
corpo corpo
os o
membros membro
como como
ele ele
quer querer
e e
você você
e e
eu eu
não não
temos ter
nada nada
com com
isso isso
porque porque
se se
a o
igreja igreja
fosse ser
minha meu
eu eu
só só
chamava chamar
meus meu
amiguinhos amigo
se se
a o
igreja igreja
fosse ser
minha meu
eu eu
só só
trabalhava trabalhar
com com
que que
minha meu
mulher mulher
gosta gostar
com com
quem quem
eu eu
acho achar
legal legal
é ser
que que
não não
acho achar
legal legal
acabou acabar
para para
ele ele
esse esse
é ser
um um
problema problema
de de
muito muito
pastor pastor
que que
pensa pensar
que que
a o
igreja igreja
é ser
dele de_ele
a o
cadeia cadeia
de de
autoridade autoridade
da de_o
igreja igreja
que que
nós nós
temos ter
reconhecer reconhecer
primeiro primeiro
deus deus
deus deus
é ser
o o
senhor senhor
da de_o
igreja igreja
a o
igreja igreja
não não
é ser
pra pra
eu eu
botava botar
meus meu
amiguinhos amigo
para para
ser ser
pastor pastor
da de_o
igreja igreja
já já
o o
da de_o
igreja igreja
b b
o o
chefe chefe
ao a_o
departamento departamento
mas mas
aqueles aquele
que que
deus deus
levanta levantar
para para
cada cada
área área
do de_o
corpo corpo
e e
eu eu
sou ser
obrigado obrigar
a a
reconhecer reconhecer
isso isso
eu eu
disse dizer
hoje hoje
aqui aqui
de de
manhã manhã
porque porque
estava estar
transmitindo transmitir
patudo patudo
que que
a o
drec drec
então então
a o
palavra palavra
que que
muda mudar
um um
pouquinho pouco
que que
eu eu
estava estar
falando falar
com com
tudo tudo
que que
a o
igreja igreja
e e
tudo tudo
que que
é ser
pastor pastor
meu meu
caro caro
você você
não não
vai ir
colocar colocar
gente gente
que que
tua tua
mulher mulher
gosta gostar
ou ou
não não
gosta gostar
não não
gostei gostar
dessa de_esse
mulher mulher
na em_o
união união
na em_o
nas em_o
mulheres mulher
vitoriosas vitorioso
não não
gostei gostar
essa esse
mulher mulher
é ser
uma um
bruxa bruxa
6 6
essa esse
mulher mulher
não não
vai ir
com com
a o
minha meu
cara cara
não não
estou estar
perguntando perguntar
se se
minha meu
mulher mulher
gosta gostar
ou ou
deixou deixar
de de
gostar gostar
não não
estou estar
perguntando perguntar
se se
a o
mulher mulher
de de
pasto pasto
gosto gosto
deixou deixar
de de
gostar gostar
porque porque
quem quem
coloca colocar
os o
membros membro
do de_o
corpo corpo
é ser
cristo cristo
para para
de de
ficar ficar
falando falar
de de
pastor pastor
para para
dignificar dignificar
falando falar
de de
patton patton
porque porque
é ser
deus deus
que que
coloca colocar
quem quem
ele ele
quer querer
ele ele
é ser
soberano soberano
é ser
a o
autoridade autoridade
máxima grande
da de_o
igreja igreja
e e
não não
é ser
você você
nem nem
os o
caprichos capricho
nem nem
o o
teu teu
jeito jeito
de de
ver ver
o o
diz dizer
é ser
tudo tudo
que que
você você
quer querer
mas mas
é ser
deus deus
porque porque
a o
igreja igreja
dele de_ele
e e
ele ele
põe pôr
quem quem
ele ele
quer querer
por por
isso isso
que que
quando quando
meu meu
choro choro
faleceu falecer
na em_o
decisão decisão
dessa de_esse
igreja igreja
que que
quem quem
é ser
seu seu
pastor pastor
eu eu
sabia saber
que que
pelo por_o
campo campo
normal normal
e e
natural natural
a o
chance chance
era ser
minha meu
eu eu
já já
vinha vir
eu eu
não não
sou ser
não não
sou ser
idiota idiota
não não
sou ser
alienado alienar
nem nem
falso falso
humilde humildar
eu eu
chamei chamar
aqui aqui
no em_o
voto voto
ninguém ninguém
porque porque
esse esse
tem ter
mais mais
de de
um um
candidato candidato
tem ter
que que
a ela
voto votar
eu eu
sabia saber
que que
não não
ia ir
ninguém ninguém
é ser
que que
me eu
dar dar
o o
voto voto
ea ea
tomar tomar
lambada lambar
no em_o
voto voto
aqui aqui
qualquer qualquer
criança criança
fez fazer
contato contato
comigo com_eu
mas mas
a o
questão questão
é ser
o o
que que
eu eu
sabia saber
a o
questão questão
é ser
que que
deus deus
queria querer
- -
sabendo saber
que que
jogava jogar
no em_o
voto voto
de de
qualquer qualquer
um um
eu eu
fui ser
pedir pedir
a a
deus deus
sinais sinal
porque porque
a o
igreja igreja
não não
é ser
minha meu
senhor senhor
tu tu
quer querer
que que
eu eu
seja ser
pastor pastor
será ser
que que
sou ser
eu eu
e e
se se
foi ser
eu eu
quero querer
esse esse
esse esse
sinal sinal
eu eu
quero querer
uma um
comprovação comprovação
porque porque
já já
que que
na em_o
lógica lógico
a o
questão questão
de de
lógica lógico
não não
é ser
lógico lógico
que que
eu eu
amo amar
é é
deus deus
a o
igreja igreja
de de
jesus jesus
agora agora
eu eu
estou estar
falando falar
da de_o
cadeia cadeia
de de
autoridade autoridade
máxima grande
agora agora
dentro dentro
do de_o
corpo corpo
tem ter
uma um
cadeia cadeia
de de
autoridade autoridade
que que
está estar
aqui aqui
no em_o
teste teste
o o
versículo versículo
28 28
olha olhar
a o
cadeia cadeia
de de
autoridade autoridade
que que
está estar
na em_o
igreja igreja
e e
um um
chip chip
pois pois
deus deus
na em_o
igreja igreja
primeiramente primeiramente
apóstolo apóstolo
em em
segundo segundo
lugar lugar
profetas profeta
em em
terceiro terceiro
doutores doutor
depois depois
milagres milagre
depois depois
dom dom
de de
curar curar
socorros socorro
governos governo
e e
variedade variedade
de de
línguas língua
então então
vamos ir
ver ver
a o
cadeia cadeia
de de
autoridade autoridade
olha olhar
que que
coisa coisa
incrível incrível
os o
três três
primeiros primeiro
ele ele
nomeia nomear
o o
primeiro primeiro
segundo segundo
e e
terceiro terceiro
depois depois
ele ele
fala falar
do de_o
resto resto
em em
uma um
ordem ordem
mas mas
ele ele
salienta salientar
quem quem
é ser
primeiro primeiro
quem quem
é ser
a o
segunda segundo
e e
em em
terceiro terceiro
os o
três três
primeiros primeiro
são ser
ministros ministro
do de_o
evangelho evangelho
são ser
cinco cinco
ministérios ministério
ele ele
cita citar
a a
2 2
a o
ênfase ênfase
de de
paula paula
para para
o o
povo povo
entender entender
que que
a o
autoridade autoridade
máxima grande
na em_o
cadeia cadeia
de de
autoridade autoridade
da de_o
igreja igreja
são ser
os o
ministros ministro
do de_o
isso isso
aqui aqui
é ser
a o
primeira primeiro
instância instância
da de_o
cadeia cadeia
e e
é ser
tão tão
distante distante
que que
o o
primeiro primeiro
lugar lugar
o o
segundo segundo
lugar lugar
eo eo
terceiro terceiro
lugar lugar
são ser
ministros ministro
do de_o
evangelho evangelho
e e
se se
a o
cadeia cadeia
de de
autoridade autoridade
se se
você você
não não
entendeu entender
isso isso
meu meu
irmão irmão
você você
vai ir
ter ter
a a
princípio princípio
é ser
hora hora
para para
que que
paulo paulo
era ser
o o
cara cara
agora agora
olha olhar
só só
o o
que que
ele ele
está estar
falando falar
aqui aqui
primeira primeiro
cadeia cadeia
de de
autoridades autoridade
e e
ministros ministro
do de_o
evangelho evangelho
é ser
o o
que que
ele ele
está estar
dizendo dizer
aqui aqui
depois depois
disso de_isso
vem vir
milagres milagre
dons dom
de de
poder poder
dons dom
de de
curar curar
dons dom
de de
poder poder
socorro socorrer
obra obra
social social
governo governo
administração administração
e e
por por
último último
variedade variedade
de de
línguas língua
e e
porque porque
paulo paulo
botou botar
isso isso
aqui aqui
por por
último último
sabe saber
por por
quê quê
porque porque
na em_o
igreja igreja
de de
corinthians corinthians
e e
quero querer
primeiro primeiro
eles eles
achavam achar
que que
um um
crente crente
que que
falava falar
línguas língua
ser ser
o o
máximo máximo
a a
experiência experiência
emocional emocional
espiritual espiritual
tanto tanto
é ser
que que
o o
primeiro primeiro
que que
o o
capítulo capítulo
14 14
um um
compêndio compêndio
para para
regulamentar regulamentar
falar falar
em em
línguas língua
na em_o
igreja igreja
para para
o o
brasil brasil
que que
vocês você
pensam pensar
que que
a o
primeira primeiro
último último
porque porque
quando quando
alguém alguém
na em_o
igreja igreja
de de
corintos corintos
falar falar
em em
línguas língua
e e
falava falar
o o
ministério ministério
esse esse
cara cara
o o
santo santo
dos de_o
santos santo
esse esse
cara cara
é ser
o o
cara cara
que que
tem ter
como como
união união
com com
deus deus
pois pois
assim assim
você você
estão estar
cada cada
vez vez
mais mais
do de_o
que que
isso isso
o o
primeiro primeiro
eo eo
último último
portanto portanto
irmão irmão
quando quando
você você
corre correr
atrás atrás
de de
profeta profeta
não não
tô tô
falando falar
ministério ministério
por por
favor favor
ministério ministério
profético profético
e e
dom dom
de de
profecia profecia
quando quando
não não
levanta levantar
e e
fala falar
uma um
profecia profecia
não não
é ser
profeta profeta
de de
deus deus
está estar
usando usar
no em_o
dom dom
de de
profecia profecia
ministério ministério
profético profético
é ser
aquele aquele
que que
vem vir
e e
alerta alerta
confronta confrontar
o o
povo povo
diz dizer
ao a_o
povo povo
aquilo aquilo
que que
deus deus
quer querer
o o
perigo perigo
que que
está estar
ocorrendo ocorrer
como como
deus deus
me eu
fez fazer
o o
show show
uma um
voz voz
profética profético
nação nação
quer querer
que que
tinha ter
autoridade autoridade
para para
falar falar
de de
divórcio divórcio
quer querer
que que
está estar
falando falar
então então
me eu
levanto levantar
me eu
posiciono posiciono
vendo ver
que que
a o
coisa coisa
tá estar
virando virar
uma um
bagunça bagunça
na em_o
igreja igreja
então então
se se
uma um
voz voz
profética profético
aqui aqui
o o
alerta alerta
é ser
ministério ministério
não não
é ser
bom bom
aí aí
quando quando
você você
corre correr
atrás atrás
de de
alguém alguém
porque porque
têm ter
visões visão
porque porque
tem ter
revelação revelação
porque porque
fala falar
profecia profecia
aí aí
você você
está estar
no em_o
caminho caminho
de de
quebrar quebrar
a o
cara cara
por por
que que
deus deus
pode poder
usar usar
alguém alguém
para para
trazer trazer
uma um
visão visão
como como
já já
trouxe trazer
pra pra
mim eu
deus deus
pode poder
usar usar
alguém alguém
pra pra
falar falar
uma um
província província
como como
já já
falou falar
pra pra
mim eu
eu eu
não não
estou estar
menosprezando menosprezar
os o
dons dom
espirituais espiritual
eu eu
tô tô
menosprezando menosprezar
é ser
a o
prioridade prioridade
que que
você você
dá dar
é ser
isso isso
que que
eu eu
te tu
ensinando ensinar
os o
quadros quadro
daquele de_aquele
que que
é ser
pra pra
falar falar
com com
você você
mas mas
quando quando
você você
vai ir
atrás atrás
disso de_isso
é ser
que que
você você
acha achar
que que
isso isso
é ser
mais mais
importante importante
porque porque
a o
gente gente
só só
vai ir
atrás atrás
daquilo de_aquilo
que que
nós nós
damos dar
importância importância
então então
se se
você você
ao a_o
invés invés
de de
pedir pedir
um um
colchão colchão
pastor pastor
vai ir
na em_o
casa casa
do de_o
irmão irmão
joãozinho joãozinho
sapatinho sapato
de de
fogo fogo
na em_o
casa casa
da de_o
avó avó
maria maria
assim assim
a a
ver ver
tudo tudo
porque porque
ela ela
vai ir
dizer dizer
alguma algum
coisa coisa
pra para_o
tua tua
vida vida
você você
tá estar
quebrando quebrar
uma um
cadeia cadeia
de de
autoridade autoridade
que que
está estar
na em_o
bíblia bíblia
deus deus
pode poder
usar usar
o o
irmão irmão
joãozinho joãozinho
a a
partir partir
de de
fogo fogo
e e
usa usar
deus deus
usa usar
a o
irmã irmã
maria maria
zezinha zezinha
que que
revela revelar
tudo tudo
deus deus
usa usar
mas mas
você você
não não
pode poder
ir ir
atrás atrás
disso de_isso
que que
quando quando
você você
vai ir
atrás atrás
para para
ter ter
uma um
resposta resposta
você você
quebra quebrar
uma um
cadeia cadeia
de de
autoridade autoridade
e e
aí aí
harriman harriman
quem quem
usa usar
é é
deus deus
mas mas
ela ela
não não
está estar
revestida revestir
de de
autoridade autoridade
para para
dar dar
um um
conselho conselho
aquela aquele
irmã irmã
que que
fala falar
profecia profecia
que que
limão limão
que que
têm ter
visões visão
fantásticas fantástico
que que
já já
acertou acertar
dez dez
coisas coisa
da de_o
tua tua
vida vida
aí aí
você você
vai ir
dizer dizer
meu meu
irmão irmão
eu eu
tenho ter
um um
problema problema
com com
meu meu
marido marido
que que
só só
fala falar
lascou lascar
china china
' '
s s
como como
anaias anaias
toda todo
você você
meu meu
brother brother
porque porque
esse esse
irmão irmão
não não
tem ter
autoridade autoridade
para para
falar falar
isso isso
pra pra
você você
se se
quebrou quebrar
a o
cadeira cadeira
de de
autoridade autoridade
assim assim
os o
crentes crente
entendessem entender
isso isso
evitaria evitar
muito muito
problema problema
e e
decepção decepção
no em_o
meio meio
da de_o
igreja igreja
de de
cristo cristo
evitaria evitar
muito muito
problema problema
na em_o
igreja igreja
de de
jesus jesus
gente gente
que que
só só
vive viver
atrás atrás
disso de_isso
você você
tá estar
quebrando quebrar
uma um
cadeia cadeia
de de
autoridade autoridade
pelo por_o
irmão irmão
deixa deixar
deus deus
aquele aquele
que que
é ser
ato ato
soberano soberano
de de
que que
é ser
o o
primeiro primeiro
na em_o
igreja igreja
se se
deus deus
quer querer
falar falar
com com
você você
através através
de de
uma um
profissão profissão
então então
ele ele
vai ir
falar falar
ato ato
soberano soberano
de de
deus deus
