abra abrir
da de_o
brincadeira brincadeira
tá estar
certo certo
botou botar
viu ver
corta cortar
passar passar
pode poder
tirar tirar
a o
tela tela
e e
passar passar
a o
imagem imagem
pra pra
mim eu
é ser
isso isso
o o
manto manto
e e
passa passar
a o
imagem imagem
pra pra
mim eu
senão senão
o o
pessoal pessoal
fica ficar
boiando boiar
e e
que que
está estar
assistindo assistir
agora agora
preste prestar
atenção atenção
sobre sobre
isso isso
que que
eu eu
estou estar
te tu
falando falar
sobre sobre
uma um
geração geração
marcada marcar
por por
informação informação
não não
conhecimento conhecimento
troca trocar
tela tela
por por
serem ser
bombardeados bombardear
por por
todos todo
os o
lados lado
de de
informações informação
o o
conhecimento conhecimento
da de_o
maior grande
parte parte
dessa de_esse
geração geração
é ser
raso raso
e e
superficial superficial
de de
vida vida
s s
bombarral bombarral
a a
day day
u u
de de
informações informação
então então
o o
se se
torna tornar
ágil ágil
e e
é ser
superficial superficial
outra outro
informação informação
aí aí
que que
eu eu
quero querer
dar dar
pra pra
você você
coloca colocar
na em_o
tela tela
preste preste
atenção atenção
qualquer qualquer
isso isso
é ser
que que
é ser
importante importante
qualquer qualquer
informação informação
relevante relevante
nas em_o
redes rede
sociais social
que que
não não
tenha ter
como como
fonte fonte
revistas revisto
jornais jornal
ou ou
as o
pessoas pessoa
citadas citar
falando falar
claramente claramente
através através
de de
um um
vídeo vídeo
sem sem
montagem montagem
99 99
% %
é é
fake fake
de de
vez vez
em em
quando quando
eu eu
recebi receber
um um
texto texto
tão tão
enorme enorme
em em
questão questão
fulano fulano
de de
tal tal
disse dizer
o o
papa papa
pará pará
pá pá
pá pá
pá pá
pá pá
pá pá
pá pá
pá pá
pá pá
pá pá
e e
falante falante
externo externo
disse dizer
porcaria porcaria
nenhuma nenhum
você você
não não
vê ver
nos em_o
jornais jornal
você você
não não
vê ver
em em
revista revista
e e
você você
não não
vê ver
a o
própria próprio
pessoa pessoa
falando falar
diretamente diretamente
então então
esse esse
tipo tipo
de de
coisa coisa
que que
você você
recebe receber
99 99
% %
é é
fake fake
usa usar
o o
nome nome
de de
pessoas pessoa
ea ea
pessoa pessoa
não não
tem ter
nada nada
com com
isso isso
sabia saber
que que
fulano fulano
fez fazer
isso isso
falou falar
aquilo aquilo
olha olhar
o o
que que
beltrano beltrano
disse dizer
pra pra
atacar atacar
governos governo
para para
cá cá
se se
atacar atacar
sistemas sistema
atacar atacar
pessoas pessoa
atacar atacar
questões questão
morais moral
é ser
se se
utiliza utilizar
dessa de_esse
tática tática
então então
você você
está estar
repassando repassar
em em
questão questão
que que
recebeu receber
agora agora
se se
tem ter
lá lá
uma um
revista revista
um um
jornal jornal
aí aí
você você
tem ter
a o
pessoa pessoa
própria próprio
falando falar
sem sem
corte corte
então então
é ser
um um
sinal sinal
que que
aquilo aquilo
ali ali
tem ter
alguma algum
verdade verdade
da de_o
pessoa pessoa
expressão expressão
não não
quero querer
ter ter
a o
expressão expressão
bobagem bobagem
isso isso
é ser
muito muito
importante importante
vamos ir
lá lá
outra outro
não não
aprender aprender
ouvir ouvir
não não
não não
aprenderam aprender
a o
a o
geração geração
de de
agora agora
ela ela
não não
aprendeu aprender
ouvir ouvir
não não
e e
ela ela
não não
aprendeu aprender
a a
ouvir ouvir
na em_o
rua rua
por por
dois dois
motivos motivo
principais principal
eu eu
estou estar
desconfiado desconfiar
que que
é ser
o o
clique clique
da de_o
do de_o
telefone telefone
da de_o
foto foto
do de_o
rapaz rapaz
que que
está estar
trocando trocar
isso isso
deve dever
ser ser
muito muito
demorado demorar
porque porque
tá estar
demorando demorar
a a
atirar atirar
e e
matar matar
da de_o
letra letra
e e
passar passar
pra pra
mim eu
ok ok
deve dever
ser ser
uma um
máquina máquina
analógica analógico
louca louco
que que
tem ter
que que
nadar nadar
aqui aqui
ó ó
botou botar
pra pra
aqui aqui
ó ó
ó ó
cinco cinco
segundos segundo
troque trocar
passa passar
pra pra
mim eu
brother brother
porque porque
foi ser
meu meu
filho filho
você você
não não
está estar
entendendo entender
o o
que que
eu eu
estou estar
falando falar
eu eu
quero querer
que que
a o
imagem imagem
passa passar
aqui aqui
pra pra
mim eu
porque porque
também também
quem quem
está estar
assistindo assistir
aqui aqui
se se
for ir
só só
a o
tela tela
tem ter
que que
passar passar
aqui aqui
pra pra
mim eu
é ser
isso isso
que que
eu eu
também também
tô tô
falando falar
vamos ir
lá lá
agora agora
vamos ir
continuar continuar
a a
existir existir
com com
um um
é ser
para para
ficar ficar
animado animar
ele ele
não não
aprender aprender
a a
ouvir ouvir
não não
por por
dois dois
motivos motivo
o o
primeiro primeiro
motivo motivo
é ser
uma um
questão questão
dos de_o
pais pai
culpa culpa
dos de_o
pais pai
que que
não não
deram dar
limites limite
para para
essa esse
geração geração
por por
que que
não não
dar dar
limites limite
por por
causa causa
da de_o
sua seu
ausência ausência
então então
permite permitir
tudo tudo
o o
que que
eles eles
querem querer
e e
um um
outro outro
dado dado
interessante interessante
é ser
que que
a o
web web
ela ela
não não
diz dizer
não não
para para
você você
ela ela
só só
diz dizer
sim sim
porque porque
eu eu
não não
gosto gostar
e e
descarta descartar
então então
é ser
uma um
geração geração
que que
tem ter
dificuldade dificuldade
em em
ouvir ouvir
não não
mas mas
o o
não não
é ser
tão tão
importante importante
quanto quanto
sim sim
porque porque
eu eu
não não
te tu
dá dar
limite limite
e e
o o
ser ser
humano humano
precisa precisar
de de
limites limite
porque porque
uma um
sociedade sociedade
sem sem
limites limite
ela ela
alto alto
se se
destrói destruir
vamos ir
para para
outra outro
característica característico
é ser
uma um
geração geração
silenciosa silencioso
mete meter
o o
fone fone
no em_o
ouvido ouvido
não não
escuta escutar
ninguém ninguém
e e
não não
fala falar
com com
ninguém ninguém
para para
falar falar
houve haver
pouco pouco
e e
também também
fala falar
pouco pouco
e e
sabe saber
que que
isso isso
produz produzir
sabe saber
que que
é ser
que que
isso isso
produz produzir
of of
pouco pouco
fala falar
pouco pouco
produzem produzir
o o
centrismo centrismo
a a
pessoa pessoa
só só
se se
preocupa preocupar
consigo com_si
mesmo mesmo
porque porque
perde perder
o o
sentido sentido
da de_o
relação relação
social social
a o
marca marca
dessa de_esse
geração geração
vamos ir
lá lá
outra outro
geração geração
que que
não não
possui possuir
foco foco
na em_o
vida vida
eu eu
vou ir
te tu
mostrar mostrar
aqui aqui
porque porque
não não
possui possuir
foco foco
troca troca
aí aí
com com
as o
redes rede
com com
as o
redes rede
sociais social
despejam despejar
milhares milhar
de de
informação informação
sobre sobre
você você
todo todo
dia dia
você você
se se
condiciona condicionar
a a
gastar gastar
pouco pouco
tempo tempo
com com
cada cada
uma um
delas de_elas
para para
ter ter
acesso acesso
ao a_o
máximo máximo
de de
informação informação
com com
isso isso
o o
seu seu
cérebro cérebro
e e
treinando treinar
a a
não não
ter ter
paciência paciência
para para
dedicar dedicar
se se
a a
um um
longo longo
período período
de de
uma um
coisa coisa
só só
o o
resultado resultado
é ser
que que
você você
abandona abandonar
facilmente facilmente
as o
coisas coisa
você você
tá estar
tremendo tremer
seu seu
cérebro cérebro
para para
coisas coisa
ultra ultra
rápidas rápido
então então
o o
seu seu
cérebro cérebro
está estar
sendo ser
treinado treinar
para para
coisas coisa
ultra ultra
rápidas rápido
e e
aí aí
como como
as o
coisas coisa
são ser
ultra ultra
rápidas rápido
o o
foco foco
também também
é ser
rápido rápido
você você
perde perder
rapidamente rapidamente
o o
foco foco
naquilo em_aquilo
que que
você você
podia poder
fazer fazer
podia poder
ser ser
e e
podia poder
conquistar conquistar
troca troca
são ser
tantas tanto
filas fila
de de
conhecimento conhecimento
que que
você você
aprende aprender
um um
pouco pouco
de de
tudo tudo
o o
resultado resultado
que que
você você
não não
consegue conseguir
ser ser
fera fera
especialista especialista
em em
nada nada
para para
vocês você
a o
especialista especialista
em em
alguma algum
coisa coisa
você você
tem ter
que que
ter ter
de de
ficar ficar
tempo tempo
concentração concentração
e e
busca busca
de de
conhecimento conhecimento
e e
como como
você você
pra pra
ser ser
alguma algum
coisa coisa
pra pra
conquistar conquistar
o o
céu céu
foco focar
você você
vai ir
ter ter
que que
gastar gastar
tempo tempo
vai ir
ter ter
que que
gastar gastar
energia energia
vai ir
ter ter
que que
gastar gastar
concentração concentração
e e
busca busca
de de
conhecimento conhecimento
meu meu
filho filho
isso isso
gasta gastar
se se
tempo tempo
seu seu
cérebro cérebro
não não
é ser
treinado treinar
pra pra
ver ver
diz dizer
a ela
em em
tempo tempo
alguma algum
coisa coisa
que que
você você
precisa precisar
buscar buscar
o o
que que
você você
precisa precisar
fazer fazer
com com
que que
você você
precisa precisar
conhecer conhecer
outra outro
troca troca
aí aí
meu meu
filho filho
não não
é ser
o o
céu céu
ainda ainda
não não
é ser
o o
céu céu
pensam pensar
que que
a o
vida vida
é ser
igual igual
às a_o
redes rede
sociais social
onde onde
as o
pessoas pessoa
são ser
sempre sempre
feliz feliz
e e
alegre alegre
eu eu
nunca nunca
vi ver
ninguém ninguém
fazer fazer
pose pose
perto perto
de de
gente gente
com com
cabeça cabeça
baixa baixo
chorando chorar
e e
triste triste
para para
contagiar contagiar
outros outro
e e
as o
pessoas pessoa
pensam pensar
que que
a o
vida vida
é ser
igual igual
à a_o
rede rede
social social
sempre sempre
gente gente
feliz feliz
e e
alegre alegre
essa esse
geração geração
a a
outra outro
a o
conexão conexão
constante constante
com com
a o
internet internet
se se
transfere transferir
para para
web web
as o
experiências experiência
que que
eram ser
vivenciadas vivenciar
nos em_o
relacionamentos relacionamento
presenciais presencial
o o
resultado resultado
é ser
menos menos
relação relação
social social
e e
comportamento comportamento
extremamente extremamente
individualista individualista
aquilo aquilo
que que
era ser
pra pra
ser ser
a o
interação interação
ao a_o
vivo vivo
com com
as o
pessoas pessoa
passou passar
para para
a o
tecnologia tecnologia
ea ea
tecnologia tecnologia
não não
transmite transmitir
calor calor
humano humano
e e
aí aí
nós nós
estamos estar
vendo ver
um um
individualista individualista
dessa de_esse
geração geração
outra outro
é ser
legal legal
aqui aqui
pensam pensar
que que
as o
coisas coisa
vão ir
acontecer acontecer
naturalmente naturalmente
sem sem
trabalho trabalho
duro duro
e e
esforço esforço
dedicação dedicação
e e
tempo tempo
e e
busca busca
de de
conhecimento conhecimento
é ser
a o
geração geração
do de_o
eu eu
sou ser
mais mais
especial especial
que que
os o
outros outro
querem querer
ser ser
protagonista protagonista
de de
tudo tudo
e e
que que
o o
mundo mundo
tem ter
que que
girar girar
em em
torno torno
do de_o
que que
eles eles
querem querer
pensam pensar
eles eles
pensa pensar
eu eu
tô tô
pegando pegar
essa esse
mensagem mensagem
aqui aqui
vou ir
te tu
dar dar
um um
dado dado
essa esse
mensagem mensagem
aqui aqui
tão tão
feijãozinho feijãozinho
com com
arroz arroz
que que
eu eu
tô tô
pagando pagar
pra pra
você você
eu eu
levei levar
dez dez
horas hora
e e
olha olhar
que que
grande grande
parte parte
do de_o
que que
eu eu
vou ir
falar falar
eu eu
já já
tinha ter
conhecimento conhecimento
adquirido adquirir
quatro quatro
horas hora
num em_um
dia dia
que que
eu eu
estava estar
de de
férias férias
duas dois
horas hora
ontem ontem
quando quando
eu eu
cheguei chegar
e e
quatro quatro
horas hora
hoje hoje
de de
manhã manhã
por por
isso isso
eu eu
não não
estava estar
aqui aqui
eu eu
levei levar
dez dez
horas hora
para para
poder poder
trazer trazer
uma um
palavra palavra
tão tão
simples simples
como como
essa esse
para para
pesquisar pesquisar
para para
buscar buscar
conhecimento conhecimento
é ser
gastar gastar
tempo tempo
esforço esforçar
as o
pessoas pessoa
pensam pensar
sabe saber
que que
o o
mundo mundo
vai ir
girar girar
em em
torno torno
delas de_elas
e e
que que
tudo tudo
o o
que que
elas ele
querem querer
têm ter
que que
acontecer acontecer
você você
tá estar
pensando pensar
que que
o o
mundo mundo
é ser
a o
casa casa
do de_o
teu teu
pai pai
da de_o
tua tua
mãe mãe
você você
tá estar
pensando pensar
que que
o o
mundo mundo
é ser
isso isso
aqui aqui
que que
você você
com com
um um
clique clique
você você
bota botar
pra pra
fora fora
quem quem
você você
quer querer
com com
clique clique
você você
bota botar
pra pra
dentro dentro
de de
você você
quer querer
com com
um um
clique clique
você você
muda mudar
o o
que que
você você
está estar
vendo ver
estão estar
pensando pensar
que que
a o
vida vida
está estar
aqui aqui
esse esse
é ser
o o
problema problema
outra outra
não não
sabem saber
diferenciar diferenciar
o o
lado lado
bom bom
e e
ruim ruim
dessa de_esse
tecnologia tecnologia
como como
não não
sabe saber
diferenciar diferenciar
o o
lado lado
certo certo
acaba acabar
usando usar
para para
o o
mal mal
não não
sabe saber
claro claro
que que
isso isso
aqui aqui
é ser
um um
instrumento instrumento
fenomenal fenomenal
claro claro
que que
é ser
um um
marco marco
não não
sabe saber
usar usar
como como
instrumento instrumento
fenomenal fenomenal
acabam acabar
usando usar
como como
instrumento instrumento
para para
o o
mal mal
sabe saber
vou ir
enviar enviar
um um
nude nude
mas mas
eu eu
não não
tô tô
falando falar
da de_o
falta falta
de de
gente gente
crente crente
anne anne
hoje hoje
aqui aqui
como como
instrumento instrumento
de de
sensualidade sensualidade
está estar
na em_o
igreja igreja
mais mais
tira tirar
foto foto
do de_o
do de_o
cei cei
para para
mandar mandar
para para
o o
menino menino
com com
quem quem
está estar
querendo querer
namorar namorar
mulher mulher
casada casado
com com
um um
decote decote
do de_o
tamanho tamanho
de de
um um
bonde bonde
com com
a o
bunda bunda
rebitada rebitar
a a
a o
metade metade
dos de_o
feitos fazer
de de
fora fora
é ser
uma um
santa santo
mulheres mulher
uma um
santa santo
mulher mulher
é ser
uma um
santa santo
mulher mulher
a a
mulher mulher
de de
deus deus
estou estar
falando falar
só só
de de
mulheres mulher
e e
os o
homens homem
que que
também também
hoje hoje
está estar
fazendo fazer
o o
mesmo mesmo
jogo jogo
mandou mandar
foto foto
da de_o
genitália genitália
olha olhar
pagando pagar
enganosa enganoso
porque porque
não não
é ser
esse esse
que que
está estar
mostrando mostrar
não não
tem ter
tecnologia tecnologia
aumentar aumentar
de de
tamanho tamanho
até até
esse esse
é ser
outro outro
assunto assunto
op op
aplicativos aplicativo
outra outro
né né
isso isso
aqui aqui
valorizam valorizar
a o
paixão paixão
impulse impulsar
não não
o o
amor amor
o o
impulso impulso
preste prestar
atenção atenção
a a
isso isso
que que
eu eu
já já
falei falar
em em
outras outro
mensagens mensagem
o o
impulso impulso
leva levar
21 21
anos ano
pra pra
toda todo
a o
área área
do de_o
impulso impulso
está estar
formada formar
no em_o
ser ser
humano humano
o o
que que
é ser
o o
impulso impulso
eu eu
desejo desejar
alguma algum
coisa coisa
alguma algum
coisa coisa
me eu
chama chamar
atenção atenção
mas mas
eu eu
tenho ter
uma um
consciência consciência
eu eu
tenho ter
informações informação
na em_o
minha meu
mente mente
que que
diz dizer
não não
faça fazer
isso isso
é ser
errado errar
então então
eu eu
não não
faço fazer
mesmo mesmo
tendo ter
desejo desejo
então então
é ser
o o
controle controle
do de_o
impulso impulso
o o
que que
estão estar
fazendo fazer
com com
essa esse
geração geração
está estar
alarmado alarmar
com com
índice índice
de de
garotos garoto
e e
meninas menino
entre entre
10 10
e e
14 14
anos ano
dependente dependente
de de
álcool álcool
uma um
garotada garotar
de de
12 12
13 13
14 14
15 15
16 16
anos ano
já já
com com
práticas prática
sexuais sexual
costumeiras costumeiro
então então
a o
área área
do de_o
impulso impulso
é ser
toda todo
detonada detonar
e e
aí aí
quando quando
ele ele
atinge atingir
uma um
maioridade maioridade
o o
impulso impulso
tá estar
todo todo
detonado detonar
e e
aí aí
ele ele
sente sentar
vontade vontade
não não
pode poder
mas mas
faz fazer
e e
que que
a o
bracarense bracarense
arrebenta arrebentar
destrói destruir
vida vida
destrói destruir
famílias família
e e
destrói destruir
monte monte
de de
coisa coisa
porque porque
porque porque
a o
área área
do de_o
impulso impulso
que que
a o
área área
que que
controla controlar
a o
vontade vontade
é ser
detonada detonar
desde desde
jovem jovem
e e
é ser
uma um
geração geração
marcada marcar
pela por_o
paixão paixão
e e
não não
pela por_o
vão ir
ver ver
a o
diferença diferença
de de
paixão paixão
e e
amor amor
foi ser
aí aí
paixão paixão
ela ela
tem ter
força força
violenta violento
é ser
superficial superficial
e e
de de
pouca pouco
duração duração
isso isso
aqui aqui
é ser
paixão paixão
o o
amor amor
é ser
crescente crescente
profundo profundo
e e
duradouro duradouro
a o
paixão paixão
pertence pertencer
à a_o
natureza natureza
humana humano
o o
amor amor
pertence pertencer
à a_o
natureza natureza
divina divino
a o
paixão paixão
não não
suporta suportar
nada nada
o o
amor amor
suporta suportar
tudo tudo
a o
paixão paixão
egoísta egoísta
o o
amor amor
não não
busca buscar
seu seu
interesse interesse
a a
paixão paixão
é ser
cega cego
o o
amor amor
revela revelar
deus deus
revela revelar
o o
melhor bom
isso isso
aqui aqui
a o
marca marca
paixão paixão
paixão paixão
paixão paixão
olha olhar
você você
já já
viu ver
que que
o o
camarada camarada
é ser
capaz capaz
tem ter
filhos filho
pequenos pequeno
ele ele
é ser
capaz capaz
de de
deixar deixar
por por
uma um
paixão paixão
criança criança
passa passar
fome fome
mulher mulher
fica ficar
em em
situação situação
difícil difícil
que que
é ser
isso isso
é ser
paixão paixão
porque porque
ela ela
é ser
egoísta egoísta
ela ela
só só
viesse vir
não não
tá estar
nem nem
aí aí
se se
está estar
causando causar
dano dano
pra pra
ninguém ninguém
ela ela
é ser
violenta violento
mas mas
é ser
de de
pouca pouco
duração duração
ela ela
não não
tem ter
profundidade profundidade
e e
depois depois
da de_o
paixão paixão
vem vir
uma um
coisa coisa
chamada chamado
decepção decepção
que que
é ser
que que
baixam baixar
leva levar
o o
amor amor
não não
o o
amor amor
continua continuar
é ser
só só
você você
chegar chegar
é ser
só só
você você
alimentar alimentar
que que
ele ele
vai ir
embora embora
ele ele
continua continuar
ele ele
continua continuar
o o
amor amor
nunca nunca
acaba acabar
quando quando
o o
paulo paulo
faz fazer
essa esse
declaração declaração
que que
o o
amor amor
nunca nunca
acaba acabar
está estar
implícito implícito
que que
o o
amor amor
é ser
regado regar
o o
amor amor
é ser
cultivado cultivar
ele ele
nunca nunca
acaba acabar
outra outro
não não
ligam ligar
pra para_o
definição definição
sexual sexual
isso isso
aqui aqui
é ser
muito muito
sério sério
uma um
geração geração
que que
não não
liga ligar
para para
a o
definição definição
sexual sexual
saber saber
é é
trans trans
recebe receber
homens homem
ea ea
mulher mulher
você você
transar transar
com com
homens homem
se se
trata tratar
como como
é ser
também também
aí aí
agora agora
discutir discutir
para para
que que
essa esse
tela tela
geração geração
confusa confundir
com com
sua seu
identidade identidade
identidade identidade
tem ter
a a
ver ver
com com
a o
sexualidade sexualidade
meu meu
amigo amigo
meu meu
querido querer
cada cada
bilhão bilhão
ou ou
melhor melhor
os o
bilhões bilhão
. .
na em_o
cada cada
os o
bilhões bilhão
de de
células célula
que que
estão estar
no em_o
teu teu
organismo organismo
diz dizer
se se
você você
é ser
masculino masculino
ou ou
feminino feminino
estou estar
certo certo
trabalhando trabalhar
aqui aqui
com com
meu meu
genro genro
que que
está estar
aqui aqui
na em_o
minha meu
frente frente
que que
é ser
phd phd
em em
fisiologia fisiologia
quer querer
dizer dizer
doutor doutor
em em
fisiologia fisiologia
e e
professor professor
universitário universitário
então então
olha olhar
isso isso
aqui aqui
o o
fragmento fragmento
de de
um um
osso osso
de de
um um
ser ser
humano humano
que que
viveu viver
há há
300 300
anos ano
atrás atrás
escuta escutar
isso isso
a o
gente gente
está estar
muito muito
sério sério
o o
fragmento fragmento
de de
um um
osso osso
um um
ser ser
humano humano
que que
vive viver
há há
300 300
anos ano
atrás atrás
o o
fragmento fragmento
de de
um um
osso osso
sabe saber
masculino masculino
ou ou
feminino feminino
é ser
fragmento fragmento
de de
um um
osso osso
definir definir
a o
sexualidade sexualidade
aquele aquele
ser ser
que que
você você
não não
sabe saber
nem nem
quem quem
era ser
e e
vem vir
dizer dizer
pra pra
mim eu
é ser
que que
você você
pode poder
ser ser
o o
que que
você você
quiser querer
ser ser
que que
não não
tem ter
problema problema
vamos ir
lá lá
o o
sexo sexo
é ser
biológico biológico
não não
ideológico ideológico
o o
sexo sexo
masculino masculino
e e
feminino feminino
gênero gênero
masculino masculino
ou ou
feminino feminino
só só
na em_o
gramática gramático
que que
patavina patavina
que que
conversa conversa
fiada fiar
é ser
essa esse
de de
gênero gênero
o o
sexo sexo
é ser
biológica biológico
que que
é ser
ciência ciência
troca troca
a o
sexualidade sexualidade
saque sacar
a o
ciência ciência
compõem compor
três três
funções função
fundamentais fundamental
nas em_o
diferentes diferente
espécies espécie
incluindo incluir
a o
humana humano
dualismo dualismo
complementariedade complementariedade
e e
fecundação fecundação
isso isso
