abra abrir
esperam esperar
de de
tic tic
liber liber
os o
seus seu
sustento sustento
em em
tempo tempo
oportuno oportuno
dando dar
-lhe ele
do de_o
eles eles
recolhem recolher
abres abres
as o
tuas tuas
mãos mão
e e
enchem encher
se se
de de
bens bem
mas mas
se se
dúvidas dúvida
o o
teu teu
rosto rosto
logo logo
ficam ficar
perturbados perturbar
e e
se se
tu tu
tira tira
da de_o
respiração respiração
algum algum
homem homem
então então
deus deus
é ser
o o
senhor senhor
da de_o
vida vida
jesus jesus
falou falar
em em
mateus mateus
capítulo capítulo
6 6
versículo versículo
26 26
acerca acerca
do de_o
mundo mundo
biológico biológico
quando quando
ele ele
diz dizer
assim assim
olhar olhar
e e
as o
aves ave
do de_o
céu céu
não não
semeiam semear
nem nem
cegam cegar
e e
nem nem
a o
junta junta
em em
celeiro celeiro
e e
vosso vosso
pai pai
celestial celestial
as elas
alimenta alimentar
não não
tem ter
diz dizer
voz voz
muito muito
mais muito
valor valor
do de_o
que que
elas ele
em em
40 40
anos ano
de de
jornada jornada
no em_o
deserto deserto
lugar lugar
mais mais
improdutivo improdutivo
do de_o
eu eu
já já
passei passar
pelo por_o
deserto deserto
do de_o
sinai sinai
mais mais
89 89
vezes vezes
você você
não não
tem ter
idéia idéia
do de_o
que que
é ser
um um
deserto deserto
porque porque
você você
olha olhar
pra pra
cá cá
por por
exemplo exemplo
no em_o
rio rio
de de
janeiro janeiro
ou ou
em em
várias várias
cidades cidade
do de_o
brasil brasil
e e
você você
vê ver
aquelas aquele
montanhas montanha
a a
cor cor
verde verde
a a
cor cor
azul azul
mar mar
lá lá
é ser
a o
montanha montanha
amarela amarelo
nem nem
cap cap
nasce nascer
de de
vez vez
em em
quando quando
você você
encontro encontro
mas mas
moita moita
no em_o
meio meio
do de_o
caminho caminho
do de_o
deserto deserto
e e
um um
joazim joazim
mas mas
é ser
tudo tudo
amarelo amarelo
durante durante
40 40
anos ano
deu dar
sustentou sustentar
mais mais
de de
2 2
milhões milhão
de de
pessoas pessoa
no em_o
lugar lugar
mais mais
improdutivo improdutivo
do de_o
mundo mundo
deus deus
sustentou sustentar
a o
vida vida
quando quando
é ser
que que
deus deus
não não
pode poder
sustentar sustentar
sua seu
vida vida
onde onde
no em_o
país país
que que
estraga estragar
toneladas tonelada
de de
alimentos alimento
por por
que que
é ser
que que
você você
e e
eu eu
porque porque
em em
deus deus
podemos poder
ter ter
vida vida
abundante abundante
porque porque
deus deus
também também
ele ele
atua atuar
no em_o
mundo mundo
o o
sociológico sociológico
do de_o
ser ser
humano humano
um um
dos de_o
nomes nome
de de
deus deus
é ser
jeová jeová
agir agir
e e
é ser
o o
deus deus
que que
supre suprir
as o
necessidades necessidade
das de_o
diversas diversos
áreas área
do de_o
ser ser
humano humano
jesus jesus
também também
fala falar
acerca acerca
do de_o
mundo mundo
sociológico sociológico
em em
mateus mateus
capítulo capítulo
6 6
a a
partir partir
do de_o
versículo versículo
28 28
olhai olhar
os o
lírios lírio
do de_o
campo campo
como como
eles eles
crescem crescer
não não
trabalham trabalhar
nem nem
fiam fiar
eu eu
porém porém
vos vós
digo dizer
que que
nem nem
mesmo mesmo
o o
salomão salomão
em em
toda todo
a o
sua seu
glória glória
se se
vestiu vestir
como como
qualquer qualquer
um um
deles de_eles
se se
deus deus
que que
veste vestir
a o
erva erva
do de_o
campo campo
que que
hoje hoje
existe existir
e e
amanhã amanhã
é ser
lançada lançar
no em_o
fogo fogo
não não
vos vós
vestirá vestir
muito muito
mais mais
a o
voz voz
homens homem
de de
pouca pouco
fé fé
o o
vestido vestido
nos em_o
distingue distinguir
a o
roupa roupa
socialmente socialmente
deus deus
criou criar
o o
casamento casamento
criou criar
a o
família família
ea ea
igreja igreja
para para
atender atender
a o
necessidade necessidade
sociológica sociológico
o o
ser ser
humano humano
e e
o o
samu samu
113 @card@
versículo versículo
loves loves
assim assim
aquele aquele
que que
faz fazer
com com
que que
a o
mulher mulher
estéreo estéreo
habite habitar
em em
família família
e e
seja ser
alegre alegre
mande mandar
filhos filho
olha olhar
q q
deus deus
que que
cuida cuidar
de de
nós nó
para para
que que
tenhamos ter
vida vida
abundante abundante
até até
na em_o
área área
sociológica sociológico
em em
deus deus
você você
tem ter
vida vida
abundante abundante
porque porque
deus deus
também também
trabalha trabalhar
numa em_um
outra outro
área área
do de_o
ser ser
humano humano
que que
a o
área área
psicológica psicológico
olha olhar
que que
coisa coisa
interessante interessante
a o
bíblia bíblia
fala falar
em em
primeiro primeiro
é ser
coríntios coríntio
capítulo capítulo
2 2
a a
partir partir
da de_o
versão versão
14 14
que que
nós nós
temos ter
a o
mente mente
de de
cristo cristo
uma um
capacidade capacidade
para para
entender entender
para para
discernir discernir
as o
coisas coisa
para para
você você
saber saber
o o
que que
é ser
do de_o
homem homem
o o
que que
é ser
das de_o
emoções emoção
o o
que que
é ser
de de
deus deus
o o
que que
é ser
do de_o
diabo diabo
e e
isso isso
é ser
muito muito
importante importante
para para
o o
mundo mundo
psicológico psicológico
olha olhar
como como
deus deus
trabalha trabalhar
para para
que que
emoções emoção
destrutivas destrutivo
não não
perdura perdurar
em em
você você
os o
alvos alvo
50 50
versículo versículo
15 15
dias dia
assim assim
em em
voga voga
caber caber
no em_o
dia dia
da de_o
angústia angústia
eu eu
te tu
lembrar lembrar
em em
e e
por por
me eu
glorificar glorificar
as o
olha olhar
que que
coisa coisa
importante importante
olha olhar
que que
coisa coisa
interessante interessante
como como
é ser
que que
deus deus
trabalha trabalhar
no em_o
mundo mundo
psicológico psicológico
miseráveis miserável
pecadores pecador
como como
eu eu
e e
você você
deus deus
nos nós
chama chamar
de de
filho filho
quando quando
você você
entrega entregar
a o
sua seu
vida vida
a a
deus deus
através através
de de
cristo cristo
você você
se se
torna tornar
filho filho
de de
deus deus
isso isso
a o
autoestima autoestima
você você
não não
é ser
uma um
coisa coisa
é ser
você você
não não
é ser
produto produto
do de_o
acaso acaso
você você
não não
é ser
uma um
coisa coisa
comum comum
mas mas
a o
sociedade sociedade
humanista humanista
ateísta ateísta
quer querer
dizer dizer
a o
coisa coisa
se se
ficar ficar
são ser
do de_o
céu céu
você você
é ser
filho filho
de de
deus deus
você você
é ser
a o
criatura criatura
mais mais
espetacular espetacular
que que
deus deus
6 6
o o
cheiro cheiro
humano humano
olha olhar
como como
deus deus
trabalha trabalhar
uma um
das de_o
coisas coisa
mais mais
terríveis terrível
dos de_o
tempos tempo
modernos moderno
não não
é ser
que que
é ser
produto produto
de de
medo medo
de de
apreensão apreensão
da de_o
falta falta
de de
confiança confiança
em em
perspectivas perspectiva
da de_o
vida vida
uma um
coisinha coisa
chamada chamar
ansiedade ansiedade
e e
quando quando
ela ela
é ser
exacerbada exacerbar
ela ela
gera gerar
impacto impacto
no em_o
cérebro cérebro
é ser
ela ela
gera gerar
impactos impacto
físicos físico
e e
químicos químico
não não
é ser
ela ela
pode poder
mexer mexer
com com
a o
química química
do de_o
organismo organismo
e e
pode poder
perturbar perturbar
as o
suas seu
emoções emoção
primeira primeira
pedro pedro
57 57
diz dizer
lançando lançar
sobre sobre
ele ele
toda todo
a o
voz voz
a a
ansiedade ansiedade
ele ele
tem ter
cuidado cuidado
de de
voz voz
agora agora
veja ver
por por
que que
você você
em em
deus deus
tem ter
vida vida
abundante abundante
porque porque
além além
de de
deus deus
agir agir
no em_o
mundo mundo
biológico biológico
no em_o
mundo mundo
sociológico sociológico
no em_o
o o
ser ser
humano humano
também também
pertence pertencer
ao a_o
mundo mundo
espiritual espiritual
e e
o o
mundo mundo
espiritual espiritual
tem ter
poder poder
de de
interferir interferir
no em_o
mundo mundo
biológico biológico
no em_o
mundo mundo
sociológico sociológico
muito muito
psicológico psicológico
e e
sabe saber
como como
é ser
que que
deus deus
se se
apresenta apresentar
um um
dos de_o
nomes nome
de de
deus deus
o o
el el
shaday shaday
significa significar
o o
deus deus
todo todo
poderoso poderoso
o o
deus deus
que que
pode poder
abrir abrir
qualquer qualquer
porta porta
o o
deus deus
que que
pode poder
travar travar
o o
poder poder
de de
satanás satanás
o o
deus deus
que que
pode poder
libertar libertar
o o
homem homem
de de
vícios vício
malditos maldizer
o o
deus deus
que que
pode poder
ir ir
a o
uma um
pessoa pessoa
de de
uma um
vida vida
de de
angústia angústia
de de
decepção decepção
e e
uma um
vida vida
de de
depressão depressão
uma um
vida vida
onde onde
a o
pessoa pessoa
se se
entrega entregar
às a_o
emoções emoção
destrutivas destrutivo
e e
se se
deus deus
tem ter
poder poder
de de
interferir interferir
porque porque
ele ele
é ser
o o
deus deus
todo todo
poderoso poderoso
e e
ele ele
pode poder
operar operar
qualquer qualquer
milagre milagre
pode poder
agir agir
em em
qualquer qualquer
área área
da de_o
nossa nosso
vida vida
pra pra
que que
eu eu
e e
você você
temos ter
vida vida
abundante abundante
isso isso
tudo tudo
que que
eu eu
tô tô
te tu
falando falar
se se
resume resumir
no em_o
seguinte seguinte
como como
é ser
que que
eu eu
sei saber
que que
eu eu
tenho ter
vida vida
abundante abundante
porque porque
isso isso
tudo tudo
se se
resume resumir
em em
três três
fatores fator
fundamentais fundamental
tais tal
para para
a o
felicidade felicidade
do de_o
ser ser
humano humano
a o
alegria alegria
olha olhar
o o
que que
diz dizer
romanos romano
14 14
17 17
o o
reino reino
de de
deus deus
não não
é ser
comida comer
nem nem
bebida beber
justiça justiça
paz paz
e e
alegria alegria
no em_o
espírito espírito
santo santo
você você
não não
tem ter
idéia idéia
do de_o
poder poder
da de_o
alegria alegria
da de_o
felicidade felicidade
do de_o
sorriso sorriso
na em_o
vida vida
de de
uma um
pessoa pessoa
olha olhar
deus deus
agindo agir
nesse em_esse
juntos junto
a o
segunda segundo
questão questão
é ser
o o
que que
se se
tem ter
no em_o
texto texto
mas mas
jesus jesus
vai ir
dar dar
uma um
palavra palavra
é ser
paz paz
em em
joão joão
14 14
27 27
jesus jesus
disse dizer
olha olhar
eu eu
dou dar
a o
minha meu
paz paz
e e
não não
voltar voltar
como como
o o
mundo mundo
dá dar
nós nós
não não
estamos estar
falando falar
de de
paz paz
circunstancial circunstancial
por por
momentos momento
bons bom
momentos momento
emocionais emocional
pais pai
sussego sussego
interior interior
e e
equilíbrio equilíbrio
emocional emocional
em em
meio meio
à a_o
tempestade tempestade
e e
adversidades adversidade
olha olhar
porque porque
em em
deus deus
podemos poder
ter ter
vida vida
abundante abundante
por por
causa causa
da de_o
alegria alegria
por por
causa causa
da de_o
paz paz
e e
por por
causa causa
de de
uma um
coisa coisa
fenomenal fenomenal
chamada chamar
esperança esperança
a o
esperança esperança
é ser
a o
confiante confiante
perseverança perseverança
no em_o
futuro futuro
é ser
e e
mas mas
eu eu
não não
tô tô
falando falar
do de_o
futuro futuro
de de
2018 @card@
com com
a o
eleição eleição
do de_o
novo novo
presidente presidente
da de_o
república república
eu eu
estou estar
falando falar
do de_o
futuro futuro
é ser
da de_o
tua tua
formação formação
que que
daqui de_aqui
a a
três três
quatro quatro
anos ano
você você
vai ir
estar estar
formado formar
na em_o
não não
estou estar
falando falar
de de
uma um
coisa coisa
muito muito
muito muito
3 3
cedente cedente
eu eu
tô tô
falando falar
de de
uma um
coisa coisa
que que
ultrapassa ultrapassar
a o
esperança esperança
daquele de_aquele
que que
está estar
em em
deus deus
porque porque
ele ele
dá dar
vida vida
abundante abundante
é ser
uma um
esperança esperança
3 3
cedente cedente
que que
ultrapassa ultrapassar
os o
limites limite
da de_o
razão razão
da de_o
lógica lógico
e e
da de_o
inteligência inteligência
humana humano
o o
deus deus
que que
um um
dia dia
vai ir
colocar colocar
eu eu
e e
você você
um um
estado estado
é ser
eterno eterno
de de
alegria alegria
de de
felicidade felicidade
e e
de de
vida vida
quanto quanto
já já
que que
crêem crêem
quem quem
está estar
em em
deus deus
e e
pouco pouco
a o
sexta sexta
em em
deus deus
você você
tem ter
vida vida
abundante abundante
número número
dois dois
o o
que que
podemos poder
esperar esperar
em em
deus deus
o o
que que
podemos poder
esperar esperar
em em
deus deus
é ser
a o
certeza certeza
da de_o
sua seu
presença presença
a a
certeza certeza
da de_o
sua seu
presença presença
o o
salmo salmo
121 @card@
versículo versículo
5 5
e e
6 6
diz dizer
o o
senhor senhor
é ser
a o
tua tua
sombra sombra
à a_o
tua tua
direita direito
o o
mal mal
amy amy
o o
sol sol
não não
vai ir
te tu
molestar molestar
de de
dia dia
nem nem
a o
lua lua
de de
noite noite
o o
senhor senhor
se se
livrava livrar
de de
todo todo
mal mal
isaias isair
43 43
2 2
diz dizer
assim assim
se se
passagens passagem
pelas por_o
águas água
e e
eu eu
estarei estar
contigo contigo
pelos por_o
rios rio
não não
te tu
submergiram submergir
se se
passarmos passar
pelo por_o
fogo fogo
não não
te tu
queimarás queimarás
nem nem
chama chamar
alguma algum
arderá arderá
em em
ti tu
porque porque
eu eu
sou ser
o o
senhor senhor
teu teu
deus deus
agora agora
discutir discutir
essas esse
linguagens linguagem
elas ele
também também
são ser
figurados figurar
água água
mar mar
na em_o
bíblia bíblia
significa significar
tempestade tempestade
na em_o
vida vida
adversidades adversidade
fogo fogo
significa significar
situações situação
de de
perigo perigo
o o
que que
ele ele
está estar
dizendo dizer
diante diante
de de
lutas luta
de de
adversidades adversidade
de de
tribulações tribulação
de de
situações situação
terríveis terrível
ele ele
está estar
presente presente
com com
você você
é ser
o o
que que
o o
salmista salmista
do de_o
salmo salmo
23 23
davids davids
no em_o
versículo versículo
4 4
ainda ainda
que que
eu eu
andasse andar
pelo por_o
vale vale
da de_o
sombra sombra
e e
da de_o
morte morte
não não
temerei temer
há haver
mal mal
algum algum
porque porque
tu tu
estás estar
comigo com_eu
a o
presença presença
de de
deus deus
você você
está estar
em em
deus deus
você você
tem ter
a o
certeza certeza
da de_o
presença presença
dele de_ele
com com
você você
em em
todo todo
o o
tempo tempo
jesus jesus
falou falar
em em
mateus mateu
28 28
26 26
e e
estocam estocar
fosco fosco
todos todo
os o
dias dia
até até
à a_o
consumação consumação
dos de_o
séculos século
agora agora
presta presto
atenção atenção
a a
presença presença
deus deus
na em_o
nossa nosso
vida vida
não não
é ser
apenas apenas
pra pra
ocupar ocupar
espaço espaço
alguém alguém
que que
está estar
junto junto
de de
você você
né né
não não
a o
presença presença
de de
deus deus
significa significar
primeiro primeiro
segurança segurança
tranquilidade tranquilidade
salmo salmo
91 91
tão tão
conhecido conhecido
versículo versículo
um um
aquele aquele
que que
habita habitar
no em_o
esconderijo esconderijo
do de_o
altíssimo alto
à a_o
sombra sombra
do de_o
senhor senhor
onipotente onipotente
descansará descansar
quando quando
moisés moisés
não não
aceitou aceitar
que que
o o
ajude ajudar
a a
se se
ele ele
pelo por_o
deserto deserto
e e
judô judô
3314 @card@
o o
senhor senhor
vai ir
dizer dizer
para para
moisés moisés
a a
minha meu
presença presença
irá ir
contigo contigo
para para
te tu
fazer fazer
descansar descansar
segurança segurança
tranquilidade tranquilidade
a o
presença presença
de de
deus deus
significa significar
proteção proteção
salmo salmo
91 91
versículo versículo
7 7
mil mil
cair cair
o o
teu teu
lado lado
10 10
mil mil
à a_o
tua tua
direita direito
mas mas
tu tu
não não
serás ser
atingido atingir
somente somente
com com
os o
olhos olho
gerais geral
a o
recompensa recompensa
do de_o
iptu iptu
porque porque
do de_o
senhor senhor
é ser
o o
meu meu
refúgio refúgio
o o
altíssimo alto
é ser
a o
tua tua
habitação habitação
a a
uma um
proteção proteção
de de
deus deus
e e
primeira primeira
joão joão
5 5
18 18
diz dizer
aquele aquele
que que
é ser
de de
o o
maligno maligno
não não
lhe ele
toca tocar
com com
todo todo
respeito respeito
macumba macumbar
não não
pega pegar
em em
tem ter
está estar
em em
deus deus
a o
obra obra
de de
satanista satanista
não não
pega pegar
pra pra
quem quem
está estar
em em
deus deus
pode poder
botar botar
a o
boca boca
no em_o
sapo sapo
pode poder
fazer fazer
trabalho trabalho
pode poder
fazer fazer
o o
que que
quiser querer
é ser
a o
presença presença
de de
deus deus
é ser
garantia garantia
de de
proteção proteção
contra contra
os o
dados dado
inflamados inflamar
do de_o
diabo diabo
e e
quanto quanto
à a_o
ação ação
do de_o
inimigo inimigo
[ [
Aplausos aplauso
] _
a o
verdade verdade
é ser
que que
a o
presença presença
de de
deus deus
ela ela
produz produzir
segurança segurança
proteção proteção
e e
uma um
outra outro
coisa coisa
entre entre
tantas tanto
vou ir
ficar ficar
só só
com com
três três
sustentação sustentação
sustentação sustentação
o o
salmista salmista
do de_o
salmo salmo
16 16
versículo versículo
8 8
diz dizer
assim assim
têm ter
oposto opor
o o
senhor senhor
continuamente continuamente
diante diante
de de
mim eu
ele ele
está estar
a o
minha meu
mão mão
direita direito
por por
isso isso
não não
vacilarei vacilarei
me eu
segura segurar
essa esse
idéia idéia
que que
ele ele
está estar
tendo ter
como como
deus deus
está estar
sempre sempre
comigo com_eu
ele ele
me eu
segura segurar
ele ele
me eu
segura segurar
ele ele
me eu
segura segurar
na em_o
hora hora
que que
alguém alguém
bota botar
como como
diz dizer
o o
outro outro
puxa puxar
meu meu
tapete tapete
bota botar
algo algo
pra pra
você você
escorregar escorregar
ele ele
sustenta sustentar
é ser
ele ele
que que
sustenta sustentar
você você
é ser
querido querer
a o
presença presença
de de
deus deus
é ser
sustentáculo sustentáculo
para para
nós nós
o o
que que
é é
está estar
não não
é ser
em em
deus deus
o o
que que
isso isso
pode poder
proporcionar proporcionar
pra pra
mim eu
pra pra
você você
o o
star star
em em
deus deus
não não
apenas apenas
esperar esperar
de de
deus deus
mas mas
é ser
estar estar
nele em_ele
o o
que que
é ser
o o
que que
pode poder
querido querer
já já
falei falar
alguma algum
coisa coisa
mas mas
agora agora
vou ir
especificar especificar
a o
certeza certeza
da de_o
vitória vitória
contra contra
o o
inimigo inimigo
sejam ser
homens homem
ou ou
demônios demônio
a o
certeza certeza
da de_o
vitória vitória
a o
certeza certeza
da de_o
vitória vitória
isaias isair
5919 @card@
diz dizer
vim vir
do de_o
inimigo inimigo
como como
correntes corrente
de de
água água
o o
espírito espírito
do de_o
senhor senhor
arvorar arvorar
a ela
contra contra
ele ele
a a
sua seu
bandeira bandeira
tiago tiago
47 47
diz dizer
sujeitai sujeitai
-vos vós
pois pois
a o
deus deus
resisti resistir
ao a_o
diabo diabo
e e
ele ele
fugirá fugir
de de
vós vós
não não
é ser
você você
que que
foge fugir
do de_o
diabo diabo
não não
é ser
o o
capeta capeta
que que
corre correr
quando quando
você você
está estar
em em
deus deus
que que
certo certo
que que
ele ele
não não
vai ir
te tu
vencer vencer
agora agora
em em
quarto quarto
lugar lugar
em em
quarto quarto
lugar lugar
o o
que que
é ser
que que
nós nós
podemos poder
esperar esperar
em em
deus deus
eu eu
digo dizer
pra pra
você você
aqui aqui
uma um
coisa coisa
simples simples
mas mas
muito muito
importante importante
é ser
ele ele
é ser
fiel fiel
para para
cumprir cumprir
tudo tudo
que que
te tu
prometeu prometer
você você
está estar
em em
deus deus
ele ele
é ser
fiel fiel
para para
cumprir cumprir
tudo tudo
o o
que que
prometeu prometer
diz dizer
lá lá
números número
capítulo capítulo
23 23
versículo versículo
19 19
deus deus
não não
é ser
homem homem
para para
que que
minta mentir
nem nem
filho filho
do de_o
homem homem
para para
que que
se se
arrependa arrepender
falaria falar
e e
não não
faria fazer
diria dizer
e e
não não
confirmaria confirmar
a a
meu meu
amado amado
eu eu
não não
sei saber
o o
que que
deus deus
tem ter
prometido prometer
pra pra
você você
mas mas
uma um
coisa coisa
eu eu
sei saber
não não
vai ir
ter ter
um um
homem homem
não não
vai ir
ter ter
demônio demônio
não não
vai ir
ter ter
juiz juiz
não não
vai ir
ter ter
o o
governo governo
não não
vai ir
ter ter
família família
não não
vai ir
ter ter
um um
inimigo inimigo
vai ir
vai ir
avançando avançar
na em_o
conta conta
ninguém ninguém
vai ir
poder poder
impedir impedir
que que
a o
promessa promessa
que que
deus deus
te tu
vêem ver
se se
compra compra
aqui aqui
é é
tá estar
o o
teu teu
coração coração
que que
na em_o
hora hora
de de
deus deus
na em_o
hora hora
que que
eu eu
quero querer
na em_o
hora hora
que que
você você
quer querer
as o
janelas janela
dos de_o
céus céu
vai ir
se se
abrir abrir
o o
senhor senhor
vai ir
enviar enviar
a o
resposta resposta
é ser
bom bom
ninguém ninguém
vai ir
poder poder
impedir impedir
porque porque
a o
bíblia bíblia
diz dizer
operando operar
eu eu
quem quem
pedira pedir
e e
deus deus
vela vela
e e
fazer fazer
cumprir cumprir
a o
sua seu
palavra palavra
para para
comigo com_eu
para para
com com
você você
para para
conquistar conquistar
aqui aqui
sim sim
cro cro
olha olhar
a o
importância importância
de de
entregar entregar
sua seu
vida vida
a a
deus deus
olha olhar
a o
importância importância
de de
você você
estar estar
em em
deus deus
olha olhar
o o
que que
você você
pode poder
esperar esperar
discutir discutir
isso isso
respostas resposta
têm ter
cinco cinco
princípios princípio
e e
uma um
convicção convicção
pra pra
você você
ter ter
agora agora
de de
resposta resposta
de de
deus deus
tem ter
cinco cinco
princípios princípio
nessa em_esse
questão questão
de de
deus deus
responder responder
você você
está estar
em em
deus deus
então então
eu eu
vou ir
te tu
responder responder
mas mas
tem ter
cinco cinco
princípios princípio
têm ter
que que
analisar analisar
primeiro primeiro
joão joão
14 14
13 13
jesus jesus
falou falar
tudo tudo
o o
que que
pedia pedir
dizer dizer
meu meu
nome nome
eu eu
o o
farei fazer
para para
que que
o o
país país
seja ser
glorificado glorificar
então então
pra pra
que que
haja haver
uma um
resposta resposta
está estar
o o
pedido pedido
não não
pode poder
ser ser
nome nome
de de
maria maria
de de
pedro pedro
tiago tiago
e e
joão joão
do de_o
pastor pastor
do de_o
papa papa
será ser
de de
quem quem
tem ter
que que
ser ser
em em
nome nome
de de
jesus jesus
agora agora
tem ter
um um
segundo segundo
princípio princípio
segundo segundo
princípio princípio
e e
mateus mateus
7 7
11 11
jesus jesus
falou falar
assim assim
se se
vai ir
sendo ser
maus mau
saber saber
da de_o
boa bom
tarde tarde
vá ir
a a
vossos vosso
filhos filho
quanto quanto
mais mais
vosso vosso
pai pai
que que
está estar
nos em_o
céus céu
então então
aprenda aprender
se se
você você
tá estar
pedindo pedir
uma um
resposta resposta
de de
deus deus
sobre sobre
alguma algum
coisa coisa
e e
deus deus
não não
quer querer
te tu
dar dar
é ser
porque porque
não não
é ser
o o
melhor bom
pra pra
você você
ele ele
é ser
pai pai
eu eu
me eu
lembro lembrar
que que
a o
minha meu
filha filha
adolescente adolescente
a o
filha filha
do de_o
meio meio
várias várias
amiguinhas amigo
dela de_ela
tinham ter
aquela aquele
lembrete lembrete
tinha ter
que que
era ser
autorizada autorizar
que que
não não
estava estar
de de
placa placa
naquela em_aquele
época época
de de
uma um
marcha marcha
só só
mas mas
que que
andava andar
até até
80 80
quilômetros quilômetro
ela ela
tinha ter
várias várias
coleguinha colega
achou achar
aquilo aquilo
aí aí
pai pai
eu eu
falei falar
na em_o
mina mina
a o
escola escola
ficava ficar
perto perto
a a
pé pé
era ser
uma um
caminhada caminhada
de de
enjoada enjoar
mas mas
se se
tivesse ter
uma um
lambreta lambreta
tinha ter
daquela de_aquele
como como
vários vários
tinham ter
era ser
fácil fácil
só só
que que
eu eu
não não
pensei pensar
na em_o
facilidade facilidade
porque porque
ela ela
tava tava
vendo ver
a o
facilidade facilidade
e e
também também
estava estar
vendo ver
adolescente adolescente
não não
quer querer
ficar ficar
fora fora
do de_o
seu seu
círculo círculo
social social
mas mas
o o
que que
eu eu
estava estar
vendo ver
é ser
como como
uma um
menina menina
adolescente adolescente
que que
não não
têm ter
noções noção
de de
trânsito trânsito
vai ir
colocar colocar
uma um
porcaria porcaria
dessa de_esse
em em
avenidas avenida
e e
ruas rua
de de
alto alto
tráfego tráfego
falei falar
não não
isso isso
não não
é ser
melhor bom
pra pra
isso isso
que que
você você
é ser
pai pai
não não
panaca panaca
pra pra
tudo tudo
que que
seu seu
filho filho
pedir pedir
você você
tá estar
eu eu
falei falar
' '
não não
não não
não não
vou ir
dar dar
não não
vai ir
dar dar
não não
vou ir
dar dar
minha meu
filha filha
que que
eu eu
amo amar
você você
eu eu
amo amar
você você
